Price (Dollar),discount_percentage,price_before_discount,rating_out_of_5,number_of_ratings,brand,Storage (GB),screen_size (Inches),Price_Category
179.94,29.42,254.95,3.9,20.0,119,128.0,6.7,0
456.0,0.0,456.0,3.2,19.0,138,256.0,7.6,2
90.95,0.0,90.95,2.5,19.0,190,8.0,6.3,0
456.0,10.29,508.33,4.2,19.0,138,256.0,7.6,2
214.99,0.0,214.99,4.3,19.0,188,256.0,40.551203,1
153.17,9.89,169.99,4.2,19.0,138,32.0,6.5,0
139.99,0.0,139.99,3.0,19.0,173,128.0,75.6,0
1199.0,0.0,1199.0,3.9,19.0,188,1024.0,6.67,2
61.69,0.0,61.69,3.0,19.0,89,32.0,5.0,0
79.0,12.21,89.99,3.9,19.0,138,4.0,6.3,0
115.47,0.0,115.47,3.6,19.0,108,128.0,6.5,0
99.99,4.77,105.0,4.3,19.0,138,64.0,6.5,0
250.0,0.0,250.0,4.4,19.0,108,3.0,6.5,1
498.0,0.0,498.0,3.9,19.0,188,256.0,6.67,2
549.97,0.0,549.97,4.8,18.0,138,512.0,6.4,2
1429.96,0.0,1429.96,4.5,18.0,15,256.0,6.7,2
76.99,0.0,76.99,4.1,18.0,18,32.0,6.0,0
74.3,0.0,74.3,2.7,18.0,146,16.0,5.9,0
359.97,0.0,359.97,4.6,18.0,15,256.0,6.5,1
145.0,0.0,145.0,4.1,18.0,167,64.0,4.7,0
224.97,62.44,599.0,3.6,18.0,15,64.0,6.1,1
199.99,0.0,199.99,4.1,18.0,138,128.0,6.7,0
57.91,0.0,57.91,3.2,18.0,113,32.0,5.7,0
52.99,0.0,52.99,3.4,18.0,207,16.0,3.0,0
199.77,0.0,199.77,3.5,18.0,108,128.0,6.7,0
404.99,17.35,489.99,4.8,18.0,138,128.0,6.4,2
189.0,0.0,189.0,4.0,18.0,73,64.0,5.6,0
163.3,8.34,178.15,3.5,18.0,73,128.0,6.2,0
69.99,0.0,69.99,4.5,18.0,108,32.0,6.2,0
88.89,25.92,119.99,3.0,18.0,102,64.0,6.4,0
139.99,0.0,139.99,4.7,18.0,60,64.0,6.74,0
549.99,0.0,549.99,3.3,18.0,177,512.0,6.78,2
168.95,11.07,189.99,3.7,17.0,138,128.0,6.4,0
174.99,0.0,174.99,4.1,17.0,188,256.0,6.67,0
649.99,0.0,649.99,4.2,17.0,119,256.0,6.7,2
59.99,12.65,68.68,3.8,17.0,98,16.0,5.7,0
28.88,12.19,32.89,3.5,17.0,19,16.0,2.2,0
243.17,6.46,259.95,4.0,17.0,138,128.0,6.7,1
299.99,0.0,299.99,3.2,17.0,4,128.0,6.52,1
923.9,25.49,1240.0,3.8,17.0,138,256.0,7.6,2
347.98,0.0,347.98,4.3,17.0,138,128.0,6.4,1
88.95,0.0,88.95,3.6,17.0,18,8.0,5.0,0
114.0,12.3,129.99,3.8,17.0,143,4.0,6.6,0
249.99,0.0,249.99,4.4,17.0,60,256.0,6.58,1
63.0,0.0,63.0,4.2,17.0,108,16.0,5.7,0
464.99,0.0,464.99,4.3,17.0,138,256.0,6.8,2
48.99,0.0,48.99,3.5,17.0,72,16.0,2.8,0
185.99,0.0,185.99,2.6,17.0,186,256.0,6.8,0
29.94,0.0,29.94,3.3,17.0,164,0.0,1.8,0
79.0,0.0,79.0,2.3,17.0,48,16.0,4.0,0
749.97,0.0,749.97,3.5,16.0,138,256.0,6.2,2
64.99,0.0,64.99,3.0,16.0,18,32.0,6.5,0
399.0,0.0,399.0,4.1,16.0,84,12.0,6.7,1
999.0,9.1,1099.0,3.6,16.0,15,256.0,6.7,2
190.0,0.0,190.0,4.2,16.0,188,64.0,6.53,0
349.99,42.43,607.99,3.5,16.0,138,128.0,6.6,1
169.99,5.56,179.99,4.5,16.0,188,256.0,6.43,0
111.32,0.0,111.32,3.2,16.0,169,64.0,6.5,0
58.32,0.0,58.32,2.4,16.0,82,128.0,6.2,0
99.95,63.92,277.0,2.7,16.0,152,8.0,4.4,0
99.99,9.09,109.99,2.6,16.0,41,256.0,6.8,0
65.47,0.0,65.47,2.7,16.0,44,32.0,5.5,0
372.48,0.0,372.48,3.9,16.0,138,8.0,6.1,1
313.95,35.93,489.99,3.9,16.0,138,128.0,6.6,1
169.99,0.0,169.99,3.1,16.0,186,256.0,6.8,0
139.99,0.0,139.99,2.3,15.0,41,256.0,6.8,0
105.9,0.0,105.9,3.9,15.0,73,64.0,6.0,0
849.0,0.0,849.0,2.8,15.0,15,256.0,6.7,2
1099.0,8.34,1199.0,3.9,15.0,15,512.0,6.7,2
47.16,0.0,47.16,3.7,15.0,42,4.0,2.5,0
50.99,0.0,50.99,3.7,15.0,168,32.0,5.45,0
426.0,5.33,449.99,3.7,15.0,138,128.0,6.8,2
135.99,24.45,179.99,4.3,15.0,38,128.0,5.5,0
114.3,0.0,114.3,2.5,15.0,82,32.0,6.1,0
549.99,0.0,549.99,4.4,15.0,138,256.0,6.6,2
989.99,0.0,989.99,4.5,15.0,188,256.0,6.73,2
75.99,5.0,79.99,3.0,15.0,172,16.0,3.0,0
335.0,0.0,335.0,3.9,15.0,78,128.0,6.4,1
414.0,0.0,414.0,3.4,15.0,73,128.0,6.2,2
99.99,0.0,99.99,3.5,15.0,18,128.0,6.6,0
292.86,0.0,292.86,3.5,15.0,119,256.0,78.6,1
99.0,23.84,129.99,3.9,15.0,77,32.0,5.5,0
710.0,0.0,710.0,4.4,15.0,138,8.0,6.2,2
549.99,23.61,719.99,4.1,15.0,138,128.0,6.2,2
169.99,0.0,169.99,4.0,15.0,188,128.0,6.67,0
669.97,0.0,669.97,4.7,15.0,15,256.0,6.7,2
79.99,0.0,79.99,3.5,14.0,129,4.0,2.8,0
329.99,0.0,329.99,4.5,14.0,138,128.0,6.4,1
278.94,0.0,278.94,3.6,14.0,138,256.0,6.4,1
89.99,0.0,89.99,3.2,14.0,113,4.0,2.7,0
49.09,0.0,49.09,3.0,14.0,12,4.0,5.7,0
70.8,0.0,70.8,3.1,14.0,194,8.0,6.1,0
299.95,0.0,299.95,3.8,14.0,138,256.0,6.7,1
85.97,0.0,85.97,3.7,14.0,122,64.0,6.5,0
159.9,0.0,159.9,4.3,14.0,188,3.0,6.53,0
114.99,0.0,114.99,3.6,14.0,138,128.0,6.7,0
190.0,0.0,190.0,3.6,14.0,188,64.0,6.67,0
62.99,10.0,69.99,3.8,14.0,158,4.0,2.8,0
578.42,14.81,679.0,4.1,14.0,15,512.0,6.7,2
149.99,6.25,159.99,2.1,14.0,185,256.0,6.82,0
88.88,0.0,88.88,2.0,14.0,62,16.0,6.7,0
799.99,0.0,799.99,4.2,14.0,23,512.0,6.9,2
144.99,9.38,159.99,4.5,14.0,138,4.0,6.2,0
369.99,0.0,369.99,3.5,14.0,177,256.0,6.78,1
46.99,6.0,49.99,3.4,14.0,156,16.0,3.0,0
107.99,0.0,107.99,4.2,14.0,108,32.0,5.7,0
299.98,0.0,299.98,3.7,14.0,138,64.0,6.2,1
785.0,0.0,785.0,4.3,14.0,73,128.0,6.3,2
475.0,32.05,699.0,3.8,14.0,73,8.0,6.2,2
127.25,25.14,169.99,3.8,14.0,108,4.0,6.8,0
189.99,5.0,199.99,2.9,14.0,46,256.0,6.8,0
129.95,0.0,129.95,3.8,14.0,138,32.0,6.5,0
889.94,8.72,975.0,3.9,14.0,84,512.0,6.8,2
45.99,7.93,49.95,3.4,14.0,24,1.0,3.2,0
299.99,0.0,299.99,4.0,14.0,177,256.0,6.58,1
188.88,0.0,188.88,4.1,14.0,85,256.0,6.82,0
46.99,0.0,46.99,2.2,14.0,156,8.0,2.5,0
149.0,12.35,169.99,3.5,14.0,169,4.0,6.5,0
674.98,15.63,799.99,3.6,13.0,138,256.0,6.7,2
248.99,0.0,248.99,3.6,13.0,138,128.0,6.7,1
249.99,0.0,249.99,3.8,13.0,177,128.0,10.58,1
159.99,0.0,159.99,3.4,13.0,23,32.0,6.1,0
67.46,0.0,67.46,2.4,13.0,191,32.0,7.3,0
69.45,0.0,69.45,3.3,13.0,154,4.0,2.8,0
59.99,0.0,59.99,3.5,13.0,151,32.0,6.08,0
121.61,6.45,129.99,4.3,13.0,72,128.0,5.8,0
129.99,35.0,199.99,4.0,13.0,38,128.0,6.56,0
209.99,30.0,299.99,4.6,13.0,38,256.0,6.58,1
139.99,0.0,139.99,4.4,13.0,60,64.0,6.75,0
29.99,0.0,29.99,2.9,13.0,72,16.0,1.77,0
129.99,44.04,232.29,3.8,13.0,138,128.0,6.5,0
178.99,0.0,178.99,5.0,13.0,91,256.0,6.8,0
699.0,0.0,699.0,4.2,13.0,7,512.0,6.78,2
159.99,20.0,199.99,4.0,13.0,209,128.0,6.1,0
160.0,0.0,160.0,4.0,13.0,138,32.0,6.4,0
57.39,0.0,57.39,3.0,13.0,198,4.0,5.72,0
329.94,8.35,359.99,3.7,13.0,108,256.0,6.9,1
255.0,10.23,284.05,4.6,13.0,138,128.0,6.6,1
134.49,10.33,149.99,3.4,13.0,108,256.0,5.7,0
68.0,0.0,68.0,3.4,13.0,108,3.0,6.5,0
582.99,0.0,582.99,3.9,12.0,138,256.0,6.7,2
199.99,0.0,199.99,3.4,12.0,138,0.0,5.8,0
272.0,0.0,272.0,3.9,12.0,15,256.0,6.5,1
157.5,0.0,157.5,3.9,12.0,138,128.0,6.5,0
299.95,7.69,324.95,3.1,12.0,138,128.0,6.4,1
654.99,0.0,654.99,4.1,12.0,138,256.0,6.7,2
72.99,0.0,72.99,3.5,12.0,187,16.0,6.56,0
339.99,0.0,339.99,3.2,12.0,4,128.0,6.5,1
74.99,0.0,74.99,2.8,12.0,187,16.0,6.56,0
44.32,0.0,44.32,3.0,12.0,196,0.0,2.4,0
129.99,0.0,129.99,4.0,12.0,201,8.0,6.8,0
245.0,0.0,245.0,3.3,12.0,138,256.0,6.2,1
349.99,0.0,349.99,3.4,12.0,138,128.0,6.5,1
199.99,0.0,199.99,3.0,12.0,58,512.0,6.8,0
188.99,0.0,188.99,2.5,12.0,186,256.0,6.8,0
448.99,0.0,448.99,4.7,12.0,73,128.0,6.7,2
395.0,0.0,395.0,3.8,12.0,138,8.0,6.7,1
489.97,0.0,489.97,3.3,12.0,119,128.0,6.55,2
99.0,0.0,99.0,4.4,12.0,157,128.0,6.82,0
154.0,0.0,154.0,3.2,12.0,102,128.0,6.8,0
456.0,8.8,499.99,4.2,12.0,138,256.0,7.6,2
89.99,0.0,89.99,3.1,12.0,122,64.0,6.5,0
249.95,0.0,249.95,4.0,12.0,138,128.0,6.7,1
599.98,0.0,599.98,4.2,12.0,138,12.0,6.8,2
73.91,0.0,73.91,2.5,12.0,94,0.0,5.7,0
449.99,0.0,449.99,3.8,12.0,23,256.0,6.5,2
48.21,0.0,48.21,3.3,11.0,45,0.0,2.4,0
159.0,0.0,159.0,3.7,11.0,119,64.0,6.43,0
119.99,52.0,249.99,3.4,11.0,73,64.0,5.5,0
46.99,0.0,46.99,3.5,11.0,156,8.0,2.5,0
46.39,0.0,46.39,3.0,11.0,123,0.0,2.8,0
299.99,0.0,299.99,3.2,11.0,60,256.0,6.58,1
269.99,0.0,269.99,3.7,11.0,38,256.0,6.58,1
459.99,0.0,459.99,3.5,11.0,38,256.0,6.43,2
198.98,0.0,198.98,4.1,11.0,206,256.0,6.72,0
379.0,0.0,379.0,4.3,11.0,138,512.0,6.7,1
119.99,7.69,129.99,2.9,11.0,181,256.0,6.7,0
32.99,0.0,32.99,3.1,11.0,123,16.0,1.8,0
220.0,0.0,220.0,4.4,11.0,188,12.0,6.67,1
75.99,0.0,75.99,4.9,11.0,83,16.0,4.3,0
70.28,21.55,89.59,3.8,11.0,138,32.0,6.5,0
399.0,0.0,399.0,3.0,11.0,102,256.0,6.8,1
814.0,0.0,814.0,4.2,11.0,138,256.0,6.8,2
289.99,0.0,289.99,4.0,11.0,138,512.0,6.4,1
99.99,80.0,499.99,3.2,11.0,27,64.0,5.0,0
394.99,21.0,499.99,4.0,11.0,108,512.0,6.7,1
579.99,7.2,625.0,4.4,11.0,138,8.0,6.2,2
189.99,0.0,189.99,2.3,11.0,181,256.0,6.8,0
158.95,0.0,158.95,2.8,11.0,138,128.0,6.5,0
1149.0,0.0,1149.0,3.9,11.0,188,16.0,6.73,2
899.99,0.0,899.99,4.1,11.0,7,256.0,6.78,2
149.99,0.0,149.99,2.3,11.0,53,256.0,6.6,0
92.48,15.06,108.88,2.4,11.0,100,64.0,6.72,0
764.0,0.0,764.0,3.8,10.0,189,512.0,6.5,2
209.99,0.0,209.99,4.3,10.0,177,128.0,5.93,1
119.99,0.0,119.99,2.9,10.0,211,512.0,6.8,0
399.98,0.0,399.98,4.1,10.0,138,256.0,6.8,1
106.35,0.0,106.35,3.4,10.0,190,8.0,6.3,0
394.89,0.0,394.89,3.9,10.0,138,256.0,6.8,1
199.99,9.09,219.99,3.8,10.0,117,256.0,6.78,0
730.38,0.0,730.38,4.0,10.0,15,512.0,6.7,2
739.99,4.94,778.45,4.5,10.0,138,512.0,6.8,2
158.99,0.0,158.99,4.2,10.0,106,256.0,6.82,0
52.0,5.44,54.99,3.8,10.0,25,16.0,3.0,0
899.0,0.0,899.0,3.7,10.0,15,128.0,6.1,2
170.75,0.0,170.75,4.1,10.0,138,128.0,6.4,0
140.0,0.0,140.0,3.7,10.0,138,32.0,6.5,0
81.55,6.16,86.9,3.4,10.0,138,32.0,5.83,0
265.23,30.25,380.24,4.0,10.0,73,128.0,6.1,1
160.99,0.0,160.99,3.0,10.0,108,128.0,6.8,0
249.99,0.0,249.99,4.0,10.0,138,128.0,6.4,1
127.99,20.0,159.99,3.8,10.0,38,256.0,6.56,0
864.0,0.0,864.0,4.5,10.0,138,512.0,6.8,2
849.95,0.0,849.95,4.1,10.0,15,256.0,6.7,2
35.34,0.0,35.34,3.4,10.0,123,16.0,2.8,0
599.99,0.0,599.99,4.3,10.0,38,512.0,6.67,2
239.99,0.0,239.99,4.3,10.0,38,256.0,4.5,1
999.0,9.1,1099.0,4.0,9.0,15,256.0,6.7,2
139.41,0.0,139.41,3.6,9.0,188,128.0,6.74,0
179.99,0.0,179.99,2.3,9.0,185,256.0,6.82,0
120.0,0.0,120.0,3.5,9.0,102,128.0,6.4,0
300.0,0.0,300.0,3.4,9.0,160,32.0,2.8,1
364.6,0.0,364.6,4.3,9.0,138,256.0,6.6,1
173.08,0.0,173.08,3.6,9.0,138,128.0,6.7,0
249.99,58.27,599.0,4.5,9.0,15,64.0,6.1,1
179.99,0.0,179.99,5.0,9.0,185,256.0,6.82,0
874.37,0.0,874.37,3.1,9.0,15,256.0,6.7,2
88.99,0.0,88.99,3.6,9.0,97,128.0,6.52,0
84.99,5.56,89.99,4.2,9.0,138,64.0,6.5,0
99.99,16.67,119.99,5.0,9.0,104,256.0,6.7,0
432.75,0.0,432.75,2.3,9.0,138,8.0,4.5,2
657.2,0.0,657.2,4.7,9.0,15,256.0,6.7,2
268.95,0.0,268.95,4.0,9.0,138,128.0,6.7,1
59.99,0.0,59.99,4.3,9.0,108,32.0,6.5,0
929.99,0.0,929.99,4.4,9.0,143,512.0,6.8,2
489.97,0.0,489.97,4.1,9.0,138,128.0,6.2,2
60.49,0.0,60.49,2.3,9.0,82,4.0,5.7,0
144.99,0.0,144.99,3.5,9.0,108,128.0,6.5,0
62.99,0.0,62.99,3.0,9.0,55,16.0,5.9,0
69.98,11.41,78.99,4.1,9.0,96,32.0,6.5,0
499.99,0.0,499.99,3.3,9.0,153,128.0,6.1,2
54.04,0.0,54.04,3.7,8.0,19,8.0,2.5,0
74.95,25.04,99.99,3.4,8.0,18,32.0,10.1,0
139.99,0.0,139.99,4.4,8.0,60,64.0,6.75,0
230.0,0.0,230.0,4.0,8.0,73,128.0,6.7,1
572.44,0.0,572.44,3.7,8.0,138,256.0,7.6,2
219.99,0.0,219.99,4.2,8.0,84,256.0,6.7,1
199.99,13.04,229.99,5.0,8.0,38,128.0,6.56,0
249.99,0.0,249.99,4.7,8.0,38,256.0,6.56,1
63.7,0.0,63.7,3.2,8.0,45,16.0,3.0,0
182.5,0.0,182.5,4.0,8.0,138,256.0,6.5,0
189.99,0.0,189.99,4.0,8.0,23,8.0,6.56,0
749.0,4.59,785.0,3.9,8.0,188,12.0,6.67,2
499.29,0.0,499.29,3.3,8.0,138,128.0,6.9,2
244.23,12.46,279.0,4.0,8.0,113,6.0,6.58,1
90.8,0.0,90.8,2.6,8.0,200,8.0,6.3,0
188.99,0.0,188.99,4.3,8.0,106,256.0,6.82,0
54.55,0.0,54.55,3.6,8.0,13,32.0,2.8,0
89.0,0.0,89.0,3.4,8.0,138,16.0,5.5,0
679.0,0.0,679.0,4.0,8.0,7,256.0,5.92,2
59.9,0.0,59.9,3.1,8.0,93,16.0,3.0,0
499.98,0.0,499.98,4.5,8.0,138,256.0,6.8,2
52.24,0.0,52.24,4.3,8.0,42,8.0,2.5,0
316.81,0.0,316.81,4.2,8.0,108,128.0,6.9,1
159.99,0.0,159.99,2.1,8.0,185,256.0,6.82,0
130.17,34.91,199.99,3.2,8.0,108,64.0,6.5,0
69.99,0.0,69.99,4.5,8.0,108,32.0,5.7,0
130.56,25.19,174.52,3.5,8.0,108,128.0,6.7,0
111.12,0.0,111.12,4.4,8.0,102,32.0,6.5,0
179.99,0.0,179.99,4.7,8.0,119,128.0,6.5,0
189.99,0.0,189.99,5.0,8.0,64,256.0,6.8,0
188.88,0.0,188.88,5.0,8.0,208,256.0,6.8,0
47.57,14.99,55.96,2.0,8.0,45,0.0,1.8,0
759.97,0.0,759.97,4.8,8.0,15,128.0,6.7,2
77.92,0.0,77.92,2.7,8.0,89,32.0,6.1,0
269.99,0.0,269.99,2.9,8.0,108,256.0,6.5,1
56.99,0.0,56.99,3.3,8.0,150,0.5,1.8,0
216.5,0.0,216.5,4.3,8.0,188,256.0,6.67,1
124.0,0.0,124.0,3.5,8.0,108,64.0,6.4,0
565.95,0.0,565.95,3.5,8.0,15,128.0,6.7,2
78.57,0.0,78.57,2.5,8.0,82,4.0,5.7,0
62.71,6.36,66.97,2.9,8.0,6,16.0,6.1,0
99.99,0.0,99.99,3.6,7.0,108,128.0,6.5,0
79.0,0.0,79.0,3.2,7.0,108,32.0,6.5,0
119.99,0.0,119.99,4.1,7.0,108,128.0,6.8,0
54.0,9.98,59.99,3.0,7.0,25,16.0,3.0,0
99.0,0.0,99.0,5.0,7.0,108,32.0,6.0,0
979.0,17.17,1182.0,4.1,7.0,153,8.0,6.5,2
74.26,0.0,74.26,3.5,7.0,113,32.0,6.52,0
69.0,0.0,69.0,3.4,7.0,40,4.0,2.8,0
199.99,0.0,199.99,4.2,7.0,138,128.0,6.5,0
349.74,5.47,369.99,4.0,7.0,73,128.0,6.7,1
150.81,0.0,150.81,3.2,7.0,138,64.0,6.6,0
72.77,0.0,72.77,2.4,7.0,94,128.0,5.5,0
36.06,0.0,36.06,1.3,7.0,79,32.0,2.4,0
37.66,0.0,37.66,3.8,7.0,65,0.0,2.4,0
86.99,0.0,86.99,2.5,7.0,187,32.0,6.56,0
809.0,0.0,809.0,4.1,7.0,7,512.0,5.92,2
189.99,0.0,189.99,4.2,7.0,23,8.0,6.56,0
479.98,0.0,479.98,4.0,7.0,138,256.0,6.8,2
815.0,0.0,815.0,3.5,7.0,138,256.0,6.8,2
144.0,9.43,158.99,4.7,7.0,138,128.0,6.5,0
57.03,35.19,87.99,4.3,7.0,13,4.0,2.8,0
654.95,0.0,654.95,5.0,7.0,138,512.0,6.6,2
279.99,0.0,279.99,4.2,7.0,23,256.0,4.3,1
204.99,0.0,204.99,3.8,7.0,188,6.0,6.5,1
369.95,7.51,399.99,2.7,7.0,138,128.0,6.5,1
169.99,0.0,169.99,2.2,7.0,139,256.0,6.8,0
134.88,12.41,153.99,4.7,7.0,138,128.0,6.5,0
659.99,0.0,659.99,4.3,7.0,7,128.0,5.92,2
137.0,75.05,549.0,3.7,7.0,15,64.0,5.5,0
934.57,0.0,934.57,4.1,7.0,138,256.0,7.6,2
52.96,37.53,84.77,2.8,7.0,196,32.0,6.1,0
129.99,0.0,129.99,2.0,7.0,147,256.0,6.7,0
637.0,0.0,637.0,3.7,7.0,15,128.0,6.7,2
379.99,0.0,379.99,4.1,7.0,38,256.0,6.58,1
615.0,0.0,615.0,3.5,7.0,138,256.0,7.6,2
44.99,0.0,44.99,3.1,7.0,180,32.0,2.8,0
188.88,0.0,188.88,4.6,6.0,17,256.0,6.8,0
189.99,0.0,189.99,5.0,6.0,2,256.0,6.82,0
869.95,0.0,869.95,4.0,6.0,15,256.0,6.7,2
158.99,0.0,158.99,4.8,6.0,2,256.0,6.82,0
168.99,0.0,168.99,3.9,6.0,64,256.0,6.82,0
1098.95,0.0,1098.95,3.9,6.0,15,128.0,6.7,2
114.48,0.0,114.48,4.0,6.0,188,128.0,6.74,0
189.9,0.0,189.9,4.8,6.0,188,128.0,6.67,0
335.0,0.0,335.0,5.0,6.0,188,8.0,6.67,1
49.99,16.67,59.99,2.2,6.0,72,1.0,1.77,0
75.57,0.0,75.57,3.2,6.0,16,128.0,5.4,0
199.99,0.0,199.99,5.0,6.0,185,512.0,6.82,0
99.99,16.67,119.99,2.9,6.0,41,256.0,6.7,0
269.99,0.0,269.99,3.8,6.0,4,64.0,6.52,1
899.0,0.0,899.0,4.4,6.0,7,512.0,6.7,2
199.0,55.87,450.98,3.6,6.0,138,128.0,6.2,0
749.99,0.0,749.99,2.6,6.0,159,128.0,6.78,2
249.0,0.0,249.0,4.4,6.0,138,6.0,6.7,1
224.0,0.0,224.0,3.4,6.0,102,256.0,6.8,1
169.99,5.56,179.99,2.6,6.0,115,256.0,6.82,0
45.99,0.0,45.99,2.4,6.0,72,0.5,1.77,0
199.99,0.0,199.99,5.0,6.0,58,256.0,7.0,0
396.0,0.0,396.0,3.7,6.0,138,256.0,6.1,1
82.99,0.0,82.99,2.9,6.0,18,64.0,6.8,0
599.0,0.0,599.0,4.0,6.0,188,512.0,6.67,2
168.85,0.0,168.85,2.8,6.0,33,256.0,6.8,0
480.0,0.0,480.0,4.6,6.0,188,256.0,6.67,2
215.0,0.0,215.0,4.6,6.0,73,64.0,6.0,1
62.39,0.0,62.39,2.6,6.0,72,32.0,5.0,0
119.99,0.0,119.99,3.7,6.0,152,16.0,2.6,0
41.0,0.0,41.0,3.7,6.0,152,16.0,2.64,0
189.99,0.0,189.99,1.7,6.0,142,256.0,6.8,0
197.99,0.0,197.99,1.7,6.0,51,256.0,6.82,0
99.99,23.08,129.99,3.0,6.0,39,256.0,6.8,0
44.63,0.0,44.63,2.0,6.0,43,32.0,2.8,0
156.88,0.0,156.88,3.2,6.0,95,512.0,6.7,0
1349.0,0.0,1349.0,5.0,6.0,188,12.0,6.67,2
205.0,0.0,205.0,4.7,6.0,73,128.0,6.2,1
169.99,5.56,179.99,3.0,6.0,185,256.0,6.82,0
382.16,0.0,382.16,4.8,6.0,138,256.0,1.9,1
119.99,0.0,119.99,3.8,6.0,23,7.0,6.52,0
346.57,0.0,346.57,4.0,6.0,138,128.0,6.1,1
69.99,0.0,69.99,3.7,6.0,177,64.0,6.1,0
239.0,11.48,269.99,2.7,6.0,73,128.0,6.1,1
129.5,0.0,129.5,3.3,6.0,138,128.0,6.7,0
388.14,0.0,388.14,3.7,6.0,188,512.0,6.67,1
94.99,0.0,94.99,3.8,6.0,18,128.0,6.8,0
289.0,0.0,289.0,4.1,5.0,30,256.0,6.7,1
159.99,0.0,159.99,4.2,5.0,206,128.0,6.72,0
89.99,0.0,89.99,2.5,5.0,97,128.0,6.56,0
49.99,0.0,49.99,1.2,5.0,72,0.13,1.8,0
689.99,0.0,689.99,3.7,5.0,1,512.0,6.79,2
149.99,16.67,179.99,5.0,5.0,204,256.0,6.82,0
40.87,0.0,40.87,1.3,5.0,82,32.0,6.1,0
60.96,0.0,60.96,3.5,5.0,195,64.0,6.1,0
659.99,0.0,659.99,4.2,5.0,177,512.0,6.78,2
219.0,0.0,219.0,3.9,5.0,169,6.0,6.5,1
229.0,0.0,229.0,4.4,5.0,188,256.0,6.67,1
59.99,0.0,59.99,3.0,5.0,72,16.0,6.1,0
219.99,0.0,219.99,3.7,5.0,108,256.0,6.5,1
132.86,16.96,159.99,3.8,5.0,73,128.0,6.2,0
874.37,0.0,874.37,3.3,5.0,15,256.0,6.7,2
75.99,0.0,75.99,3.3,5.0,187,32.0,6.56,0
30.77,5.93,32.71,2.5,5.0,190,0.0,0.66,0
58.99,0.0,58.99,3.2,5.0,12,4.0,5.7,0
139.99,0.0,139.99,4.6,5.0,177,64.0,5.45,0
229.95,0.0,229.95,3.3,5.0,73,8.0,6.3,1
34.99,12.5,39.99,3.3,5.0,9,16.0,5.5,0
158.99,0.0,158.99,5.0,5.0,85,256.0,6.8,0
162.99,14.19,189.95,3.5,5.0,119,8.0,6.5,0
239.99,0.0,239.99,2.0,5.0,118,256.0,6.8,1
124.99,0.0,124.99,3.7,5.0,113,64.0,5.45,0
104.0,42.22,179.99,3.9,5.0,138,64.0,6.6,0
1099.99,0.0,1099.99,4.3,5.0,138,512.0,6.7,2
269.99,0.0,269.99,2.9,5.0,138,32.0,5.1,1
59.99,0.0,59.99,3.3,5.0,72,0.13,1.77,0
751.85,0.0,751.85,3.2,5.0,138,256.0,7.6,2
266.52,0.0,266.52,3.3,5.0,138,128.0,6.6,1
129.99,0.0,129.99,2.9,5.0,113,64.0,6.5,0
89.99,0.0,89.99,4.3,5.0,108,64.0,6.6,0
309.99,0.0,309.99,4.0,5.0,119,128.0,6.72,1
484.98,0.0,484.98,2.9,5.0,138,128.0,6.2,2
419.0,11.78,474.97,2.7,5.0,138,8.0,6.8,2
158.99,0.0,158.99,4.6,4.0,17,256.0,6.8,0
339.0,0.0,339.0,4.7,4.0,138,128.0,6.7,1
357.57,0.0,357.57,3.3,4.0,138,512.0,6.9,1
359.95,0.0,359.95,5.0,4.0,138,256.0,6.1,1
299.99,0.0,299.99,2.1,4.0,160,32.0,5.0,1
1180.0,0.0,1180.0,5.0,4.0,188,1024.0,6.73,2
599.99,0.0,599.99,4.2,4.0,138,512.0,6.6,2
239.99,0.0,239.99,3.7,4.0,138,128.0,5.8,1
349.97,0.0,349.97,4.4,4.0,138,64.0,6.2,1
1399.5,0.0,1399.5,5.0,4.0,138,1000.0,6.8,2
168.99,0.0,168.99,5.0,4.0,5,256.0,6.8,0
452.74,0.0,452.74,3.2,4.0,138,256.0,6.6,2
486.9,0.0,486.9,3.3,4.0,138,256.0,6.8,2
989.0,16.89,1189.99,3.8,4.0,153,256.0,6.5,2
31.57,11.96,35.86,3.6,4.0,34,800.0,1.8,0
46.09,0.0,46.09,1.9,4.0,200,8.0,6.3,0
689.99,0.0,689.99,2.5,4.0,138,128.0,6.2,2
99.99,9.09,109.99,5.0,4.0,186,256.0,6.7,0
32.49,0.0,32.49,2.4,4.0,19,0.0,2.6,0
179.99,50.69,364.99,3.0,4.0,73,128.0,6.1,0
299.99,0.0,299.99,4.7,4.0,73,128.0,6.1,1
499.0,0.0,499.0,3.5,4.0,138,512.0,6.7992162700000005,2
144.9,0.0,144.9,4.0,4.0,202,64.0,3.0,0
367.93,0.0,367.93,2.9,4.0,138,256.0,6.7,1
499.0,0.0,499.0,3.0,4.0,138,128.0,6.9,2
456.0,0.0,456.0,5.0,4.0,138,256.0,7.6,2
63.06,0.0,63.06,3.1,4.0,42,32.0,6.1,0
549.99,0.0,549.99,5.0,4.0,23,24.0,6.78,2
689.0,0.0,689.0,3.7,4.0,7,256.0,6.78,2
149.05,0.0,149.05,2.4,4.0,112,128.0,6.5,0
1199.0,7.7,1299.0,2.2,4.0,15,1000.0,6.7,2
198.98,0.0,198.98,3.8,4.0,15,16.0,4.0,0
52.9,0.0,52.9,1.8,4.0,207,2.0,3.0,0
